Description,Revenue,Revenue_Percentage,Cumulative_Percentage,ABC_Category
HANGING HEART BONHEUR,499.22999999999996,5.6021337704880056e-05,0.9699350477817775,C - Low Value
WHITE GOOSE FEATHER TREE 60CM ,499.2,5.601797124026225e-05,0.9699910657530177,C - Low Value
PINK PAISLEY ROSE GIFT WRAP,498.5,5.5939420399180156e-05,0.9700470051734169,C - Low Value
SET/6 PINK BIRD T-LIGHT CANDLES,497.21000000000004,5.579466242061458e-05,0.9701027998358375,C - Low Value
IVORY LOVE BIRD CANDLE,496.72,5.5739676831857104e-05,0.9701585395126693,C - Low Value
CORONA MEXICAN TRAY,496.25,5.568693555284484e-05,0.9702142264482221,C - Low Value
WALL ART SPACEBOY,495.48,5.5600529627654534e-05,0.9702698269778497,C - Low Value
GIFT BAG BIRTHDAY,494.83000000000004,5.552758956093544e-05,0.9703253545674106,C - Low Value
ASSORTED TUTTI FRUTTI NOTEBOOK,493.50000000000006,5.5378342962879454e-05,0.9703807329103735,C - Low Value
METAL SIGN HIS DINNER IS SERVED,493.39000000000004,5.536599925928084e-05,0.9704360989096328,C - Low Value
"DECORATION , WOBBLY RABBIT , METAL ",491.69999999999993,5.517635508581119e-05,0.9704912752647186,C - Low Value
ENVELOPE 50 BLOSSOM IMAGES,491.55,5.515952276272218e-05,0.9705464347874813,C - Low Value
GARAGE KEY FOB,491.15000000000003,5.5114636567818126e-05,0.9706015494240491,C - Low Value
ABSTRACT CIRCLES SKETCHBOOK ,491.13,5.511239225807292e-05,0.9706566618163072,C - Low Value
VINTAGE COFFEE GRINDER BOX,490.65000000000003,5.505852882418805e-05,0.9707117203451313,C - Low Value
WALL MIRROR RECTANGLE DIAMANTE PINK,489.9000000000001,5.497436720874295e-05,0.97076669471234,C - Low Value
CHILDS GARDEN SPADE PINK,488.70000000000005,5.483970862403078e-05,0.9708215344209641,C - Low Value
BLUE ROSE FABRIC MIRROR,488.59,5.482736492043216e-05,0.9708763617858845,C - Low Value
CARD DOG AND BALL ,487.08,5.4657919534669344e-05,0.9709310197054192,C - Low Value
PARTY INVITES DINOSAURS,487.04999999999995,5.465455307005154e-05,0.9709856742584893,C - Low Value
DINOSAUR HEIGHT CHART STICKER SET,486.75000000000006,5.4620888423873506e-05,0.9710402951469131,C - Low Value
FRENCH STYLE EMBOSSED HEART CABINET,485.9,5.452550525970238e-05,0.9710948206521729,C - Low Value
DANISH ROSE TRINKET TRAYS,484.63,5.4382991590882005e-05,0.9711492036437638,C - Low Value
HENRIETTA HEN MUG ,483.44999999999993,5.425057731591503e-05,0.9712034542210797,C - Low Value
EASTER TIN CHICKS IN GARDEN,481.79999999999995,5.40654217619358e-05,0.9712575196428416,C - Low Value
EMPIRE BIRTHDAY CARD,481.29,5.4008191863433136e-05,0.971311527834705,C - Low Value
COSY HOUR GIANT TUBE MATCHES,480.75,5.394759550031266e-05,0.9713654754302052,C - Low Value
GLASS JAR KINGS CHOICE,480.74000000000007,5.394647334544006e-05,0.9714194219035507,C - Low Value
GLASS BONNE JAM JAR,480.1,5.387465543359357e-05,0.9714732965589843,C - Low Value
PARTY CONES CARNIVAL ASSORTED,479.7,5.3829769238689506e-05,0.971527126328223,C - Low Value
CLASSIC GLASS SWEET JAR,479.45000000000005,5.380171536687448e-05,0.9715809280435899,C - Low Value
SET/6 FRUIT SALAD  PAPER PLATES,479.25,5.377927226942244e-05,0.9716347073158593,C - Low Value
BLUE NEW BAROQUE CANDLESTICK CANDLE,478.15,5.365583523343629e-05,0.9716883631510927,C - Low Value
TUMBLER NEW ENGLAND,478.14,5.365471307856369e-05,0.9717420178641714,C - Low Value
PINK HEART SHAPE PHOTO FRAME,477.99999999999994,5.363900291034726e-05,0.9717956568670817,C - Low Value
SNOWSTORM PHOTO FRAME FRIDGE MAGNET,477.96999999999997,5.363563644572946e-05,0.9718492925035275,C - Low Value
CHRISTMAS TREE STAR DECORATION,477.96,5.363451429085686e-05,0.9719029270178183,C - Low Value
SET OF 2 ROUND TINS DUTCH CHEESE,477.09000000000003,5.3536886816940544e-05,0.9719564639046353,C - Low Value
WALL ART ANIMALS AND NATURE ,474.75,5.327430257675181e-05,0.972009738207212,C - Low Value
EAU DE NILE HEART SHAPE PHOTO FRAME,474.44999999999993,5.324063793057376e-05,0.9720629788451426,C - Low Value
4 WILDFLOWER BOTANICAL CANDLES,473.75,5.316208708949167e-05,0.9721161409322321,C - Low Value
SEASIDE FLYING DISC,472.77,5.305211591197673e-05,0.9721691930481441,C - Low Value
MUM'S KITCHEN CLOCK,471.90000000000003,5.295448843806041e-05,0.9722221475365821,C - Low Value
ORANGE SCENTED SET/9 T-LIGHTS,471.45,5.290399146879335e-05,0.9722750515280509,C - Low Value
PINK NEW BAROQUECANDLESTICK CANDLE,470.75,5.282544062771125e-05,0.9723278769686786,C - Low Value
PACK OF 12 DOLLY GIRL TISSUES,469.16999999999996,5.2648140157840223e-05,0.9723805251088364,C - Low Value
BUTTERFLY CROCHET FOOD COVER,468.67,5.259203241421016e-05,0.9724331171412507,C - Low Value
YULETIDE IMAGES GIFT WRAP SET,467.50000000000006,5.24607402941158e-05,0.9724855778815448,C - Low Value
BABY BOOM RIBBONS ,467.5,5.246074029411579e-05,0.9725380386218389,C - Low Value
IVORY WIRE SWEETHEART LETTER TRAY,467.05,5.241024332484873e-05,0.9725904488651637,C - Low Value
CAKE STAND VICTORIAN FILIGREE MED,466.95000000000005,5.239902177612272e-05,0.9726428478869398,C - Low Value
LAUREL STAR ANTIQUE GOLD,465.81,5.227109612064615e-05,0.9726951189830604,C - Low Value
PINK AND WHITE CHRISTMAS TREE 120CM,465.38,5.222284346112429e-05,0.9727473418265214,C - Low Value
SET/6 COLLAGE PAPER CUPS,463.85,5.205115376561628e-05,0.9727993929802871,C - Low Value
STEEL SWEETHEART ROUND TABLE CREAM,463.45,5.200626757071222e-05,0.9728513992478578,C - Low Value
PINK UNION JACK  PASSPORT COVER ,463.38000000000005,5.1998412486604016e-05,0.9729033976603444,C - Low Value
ASSORTED MINI MADRAS NOTEBOOK,462.6,5.191088440654111e-05,0.972955308544751,C - Low Value
BEADED PEARL HEART WHITE ON STICK,462.17,5.1862631747019246e-05,0.973007171176498,C - Low Value
IVORY PAPER CUP CAKE CASES ,461.8,5.182111201673299e-05,0.9730589922885148,C - Low Value
FLOOR CUSHION ELEPHANT CARNIVAL,461.3,5.176500427310292e-05,0.9731107572927878,C - Low Value
FELT TOADSTOOL  SMALL,460.7,5.1697674980746836e-05,0.9731624549677685,C - Low Value
WRAP KEEP CALM BIRTHDAY,460.5,5.167523188329481e-05,0.9732141301996519,C - Low Value
SMALL PARLOUR PICTURE FRAME,459.56,5.156974932527028e-05,0.9732656999489772,C - Low Value
SET OF 6 VINTAGE NOTELETS KIT,459.0,5.15069086524046e-05,0.9733172068576296,C - Low Value
SET OF 6 RIBBONS PARTY,458.63,5.146538892211834e-05,0.9733686722465517,C - Low Value
BLUE POLKADOT KIDS BAG,456.35999999999996,5.1210659766037816e-05,0.9734198829063176,C - Low Value
RETROSPOT BABUSHKA DOORSTOP,455.87,5.1155674177280355e-05,0.9734710385804949,C - Low Value
SWISS CHALET TREE DECORATION ,455.56999999999994,5.11220095311023e-05,0.9735221605900259,C - Low Value
ELEPHANT BIRTHDAY CARD ,454.92,5.1049069464383226e-05,0.9735732096594903,C - Low Value
EMBOSSED HEART TRINKET BOX,452.34000000000003,5.075955350725206e-05,0.9736239692129977,C - Low Value
WRAP MAGIC FOREST ,451.5,5.066529249795354e-05,0.9736746345054956,C - Low Value
PINK GLASS CANDLEHOLDER,450.6000000000001,5.056429855941942e-05,0.9737251988040551,C - Low Value
BLACK DINER WALL CLOCK,450.5,5.05530770106934e-05,0.9737757518810658,C - Low Value
CHRISTMAS GINGHAM HEART,450.47999999999996,5.0550832700948195e-05,0.9738263027137668,C - Low Value
SET 4 VALENTINE DECOUPAGE HEART BOX,450.38,5.0539611152222185e-05,0.973876842324919,C - Low Value
SET OF 6 RIBBONS COUNTRY STYLE,449.96,5.049248064757292e-05,0.9739273348055666,C - Low Value
SET OF 3 GOLD FLYING DUCKS,448.3,5.030620293872109e-05,0.9739776410085053,C - Low Value
BUTTERFLIES STICKERS,447.80999999999995,5.025121734996361e-05,0.9740278922258552,C - Low Value
HANGING SPRING FLOWER EGG SMALL,447.75000000000006,5.024448442072802e-05,0.9740781367102759,C - Low Value
FELT EGG COSY WHITE RABBIT ,447.46,5.0211941929422566e-05,0.9741283486522053,C - Low Value
ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,447.36999999999995,5.0201842535569154e-05,0.9741785504947409,C - Low Value
LADYBIRD + BEE RAFFIA FOOD COVER,446.25,5.0076161189837803e-05,0.9742286266559307,C - Low Value
BLUE POLKADOT EGG CUP ,445.26,4.9965067857450263e-05,0.9742785917237882,C - Low Value
ASSORTED LAQUERED INCENSE HOLDERS,443.76000000000005,4.9796744626560053e-05,0.9743283884684147,C - Low Value
6PC WOOD PLATE SET DISPOSABLE,443.25,4.973951472805738e-05,0.9743781279831428,C - Low Value
BISCUITS SMALL BOWL LIGHT BLUE,441.36,4.9527427457135716e-05,0.9744276554106,C - Low Value
ASSORTED TUTTI FRUTTI BRACELET,440.89000000000004,4.947468617812345e-05,0.974477130096778,C - Low Value
SILVER JEWELLED MIRROR TRINKET TRAY,440.73999999999995,4.945785385503442e-05,0.9745265879506331,C - Low Value
PAPER LANTERN 5 POINT STAR MOON ,439.90000000000003,4.936359284573591e-05,0.9745759515434788,C - Low Value
SWEETHEART CREAM STEEL TABLE RECT,438.9,4.9251377358475766e-05,0.9746252029208372,C - Low Value
CUPID DESIGN SCENTED CANDLES,436.4,4.897083864032541e-05,0.9746741737594775,C - Low Value
PINK FAIRY CAKE CUSHION COVER,436.05,4.8931563219784365e-05,0.9747231053226973,C - Low Value
STORAGE TIN HOME SWEET HOME,435.43,4.886198961768308e-05,0.9747719673123151,C - Low Value
EGG CUP MILKMAID HELGA ,435.0,4.881373695816122e-05,0.9748207810492733,C - Low Value
MINI PLAYING CARDS FUN FAIR ,434.46000000000004,4.875314059504075e-05,0.9748695341898683,C - Low Value
BLACK CHRISTMAS TREE 60CM,433.70000000000005,4.866785682472304e-05,0.974918202046693,C - Low Value
PINK/WHITE CHRISTMAS TREE 60CM,433.22,4.861399339083817e-05,0.9749668160400838,C - Low Value
PIN CUSHION BABUSHKA PINK,432.99,4.858818382876834e-05,0.9750154042239126,C - Low Value
RIDGED GLASS FINGER BOWL,432.54,4.8537686859501275e-05,0.9750639419107722,C - Low Value
PAPER LANTERN 9 POINT HOLLY STAR L,431.25,4.839292888093569e-05,0.9751123348396531,C - Low Value
RIDGED BONNE JAM JAR T-LIGHT HOLDER,431.23999999999995,4.8391806726063086e-05,0.9751607266463792,C - Low Value
NOEL GARLAND PAINTED ZINC ,430.22999999999996,4.8278469083930344e-05,0.9752090051154632,C - Low Value
FOLDING UMBRELLA CHOCOLATE POLKADOT,430.06,4.825939245109612e-05,0.9752572645079143,C - Low Value
CERAMIC LOVE HEART MONEY BANK,429.84999999999997,4.823582719877149e-05,0.9753055003351131,C - Low Value
FLYING PIG WATERING CAN,429.25000000000006,4.8168497906415415e-05,0.9753536688330195,C - Low Value
MRS ROBOT SOFT TOY,428.85,4.812361171151135e-05,0.975401792444731,C - Low Value
PACK OF 12 RED APPLE TISSUES,428.01,4.802935070221283e-05,0.9754498217954333,C - Low Value
CALENDAR FAMILY FAVOURITES,427.43,4.796426571960195e-05,0.9754977860611529,C - Low Value
DOG AND BALL WALL ART,425.87999999999994,4.7790331714348726e-05,0.9755455763928672,C - Low Value
PARTY INVITES SPACEMAN,425.84999999999997,4.7786965249730926e-05,0.975593363358117,C - Low Value
BEADED CRYSTAL HEART BLUE  LARGE,425.71,4.7771255081514505e-05,0.9756411346131985,C - Low Value
SET OF 36 DINOSAUR PAPER DOILIES,423.4,4.751203730594358e-05,0.9756886466505044,C - Low Value
UNION FLAG WINDSOCK,423.22,4.749183851823676e-05,0.9757361384890226,C - Low Value
ORIGAMI JASMINE INCENSE/CANDLE SET,422.54999999999995,4.741665414177246e-05,0.9757835551431644,C - Low Value
GARDEN PATH SKETCHBOOK,422.08,4.7363912862760196e-05,0.9758309190560271,C - Low Value
LAZER CUT NECKLACE W PASTEL BEADS,421.75,4.732688175196435e-05,0.9758782459377792,C - Low Value
CHRISTMAS HANGING SNOWFLAKE,421.02000000000004,4.724496444626445e-05,0.9759254909022255,C - Low Value
COCKLE SHELL DISH,420.88,4.722925427804803e-05,0.9759727201565035,C - Low Value
POPPY FIELDS CHOPPING BOARD,420.75,4.7214666264704214e-05,0.9760199348227682,C - Low Value
RECTANGULAR SHAPED MIRROR,420.68,4.7206811180596e-05,0.9760671416339488,C - Low Value
FOLDING UMBRELLA WHITE/RED POLKADOT,420.1,4.714172619798512e-05,0.9761142833601468,C - Low Value
CHRISTMAS TREE HEART DECORATION,420.0,4.7130504649259106e-05,0.976161413864796,C - Low Value
BLUE SCANDINAVIAN PAISLEY WRAP,420.0,4.7130504649259106e-05,0.9762085443694453,C - Low Value
BLUE PAISLEY SKETCHBOOK,419.92,4.71215274102783e-05,0.9762556658968555,C - Low Value
SILVER GLITTER FLOWER VOTIVE HOLDER,419.54999999999995,4.7080007679992035e-05,0.9763027459045355,C - Low Value
EGG FRYING PAN PINK ,418.05,4.691168444910183e-05,0.9763496575889846,C - Low Value
COSY SLIPPER SHOES SMALL GREEN,417.44000000000005,4.684323300187315e-05,0.9763965008219865,C - Low Value
DANISH ROSE DELUXE COASTER,417.34999999999997,4.683313360801973e-05,0.9764433339555945,C - Low Value
FRAPPUCINO SCARF KNITTING KIT,416.78000000000003,4.6769170780281456e-05,0.9764901031263747,C - Low Value
VINTAGE GLASS COFFEE CADDY,416.3,4.6715307346396586e-05,0.9765368184337211,C - Low Value
SQUARECUSHION COVER PINK UNION FLAG,415.3,4.660309185913645e-05,0.9765834215255802,C - Low Value
ENAMEL BLUE RIM BISCUIT BIN,413.95000000000005,4.645160095133526e-05,0.9766298731265315,C - Low Value
PINK ENAMEL+GLASS HAIR COMB,413.7,4.642354707952022e-05,0.976676296673611,C - Low Value
PINK/PURPLE RETRO RADIO,413.00000000000006,4.634499623843813e-05,0.9767226416698495,C - Low Value
DOLLY CABINET 2 DRAWERS ,412.5,4.628888849480805e-05,0.9767689305583442,C - Low Value
FOLDING UMBRELLA PINKWHITE POLKADOT,412.41,4.627878910095464e-05,0.9768152093474451,C - Low Value
PARTY INVITES JAZZ HEARTS,412.10999999999996,4.624512445477659e-05,0.9768614544718999,C - Low Value
FRENCH PAISLEY CUSHION COVER ,411.84,4.621482627321635e-05,0.9769076692981731,C - Low Value
SQUARE FLOOR CUSHION VINTAGE RED,411.35,4.615984068445889e-05,0.9769538291388575,C - Low Value
WOODLAND STORAGE BOX SMALL,411.30000000000007,4.615422991009589e-05,0.9769999833687676,C - Low Value
PAPERWEIGHT CHILDHOOD MEMORIES,410.71999999999997,4.6089144927484996e-05,0.977046072513695,C - Low Value
RED RETROSPOT LUGGAGE TAG,410.0,4.60083497766577e-05,0.9770920808634717,C - Low Value
TOAST ITS - HAPPY BIRTHDAY,410.0,4.60083497766577e-05,0.9771380892132483,C - Low Value
GLITTER CHRISTMAS TREE,408.86,4.588042412118114e-05,0.9771839696373695,C - Low Value
EASTER DECORATION SITTING BUNNY,408.83,4.5877057656563336e-05,0.9772298466950261,C - Low Value
PINK SWEETHEART BRACELET,408.75,4.586808041758252e-05,0.9772757147754437,C - Low Value
DOORSTOP FOOTBALL DESIGN,408.73,4.5865836107837325e-05,0.9773215806115516,C - Low Value
SET/4 BADGES BALLOON GIRL,408.59,4.58501259396209e-05,0.9773674307374912,C - Low Value
BUNNY DECORATION MAGIC GARDEN,408.09,4.5794018195990825e-05,0.9774132247556873,C - Low Value
PANTRY HOOK BALLOON WHISK ,407.68,4.574800984621417e-05,0.9774589727655335,C - Low Value
HAND TOWEL PALE BLUE W FLOWERS,407.4,4.571658950978133e-05,0.9775046893550433,C - Low Value
SUNSET COLOUR CHUNKY KNITTED THROW,406.79999999999995,4.564926021742525e-05,0.9775503386152607,C - Low Value
PINK POLKADOT CHILDRENS UMBRELLA,406.25,4.558754169943217e-05,0.9775959261569602,C - Low Value
HOME SWEET HOME HOOK,405.59999999999997,4.5514601632713075e-05,0.9776414407585929,C - Low Value
YELLOW SHARK HELICOPTER,405.45,4.5497769309624056e-05,0.9776869385279026,C - Low Value
DOLLY HONEYCOMB GARLAND,404.85,4.543044001726798e-05,0.9777323689679198,C - Low Value
GINGHAM BABUSHKA DOORSTOP,404.62,4.5404630455198146e-05,0.977777773598375,C - Low Value
LETS GO SHOPPING COTTON TOTE BAG,403.67,4.529802574230101e-05,0.9778230716241173,C - Low Value
WHITE HAND TOWEL WITH BUTTERFLY,400.5,4.494230264768636e-05,0.977868013926765,C - Low Value
MIRRORED WALL ART SKULLS,400.0,4.488619490405629e-05,0.9779129001216691,C - Low Value
S/2 ZINC HEART DESIGN PLANTERS,398.0,4.466176392953601e-05,0.9779575618855987,C - Low Value
TOOTHPASTE TUBE PEN,397.25,4.4577602314090907e-05,0.9780021394879128,C - Low Value
SMALL SQUARE CUT GLASS CANDLESTICK,396.0,4.4437332955015726e-05,0.9780465768208678,C - Low Value
SET OF 4 NAPKIN CHARMS CROWNS ,394.41999999999996,4.42600324851447e-05,0.978090836853353,C - Low Value
WHITE CANDYSTUFT ARTIFICIAL FLOWER,394.15999999999997,4.423085645845707e-05,0.9781350677098114,C - Low Value
BIRTHDAY BANQUET GIFT WRAP,393.5,4.415679423686538e-05,0.9781792245040483,C - Low Value
EIGHT PIECE SNAKE  SET,392.5,4.4044578749605234e-05,0.9782232690827979,C - Low Value
FAIRY SOAP SOAP HOLDER,392.08,4.399744824495598e-05,0.9782672665310428,C - Low Value
MINI JIGSAW BUNNIES,391.10999999999996,4.388859922231364e-05,0.9783111551302651,C - Low Value
ASSTD DESIGN 3D PAPER STICKERS,389.38,4.3694466429353595e-05,0.9783548495966945,C - Low Value
PACK 20 ENGLISH ROSE PAPER NAPKINS,388.69,4.36170377431441e-05,0.9783984666344376,C - Low Value
TABLE LAMP WHITE SHADE WOOD BASE,388.3,4.357327370311265e-05,0.9784420399081407,C - Low Value
WALL ART I LOVE LONDON ,387.3,4.3461058215852504e-05,0.9784855009663566,C - Low Value
BELL HEART DECORATION,387.0,4.342739356967446e-05,0.9785289283599262,C - Low Value
COSY SLIPPER SHOES LARGE GREEN,386.45000000000005,4.336567505168139e-05,0.9785722940349779,C - Low Value
PINK ROSE WASHBAG,386.25,4.334323195422936e-05,0.9786156372669321,C - Low Value
SMALL PINK GLASS SUNDAE DISH,386.25,4.334323195422936e-05,0.9786589804988863,C - Low Value
MIDNIGHT GLAMOUR SCARF KNITTING KIT,385.52,4.326131464852945e-05,0.9787022418135348,C - Low Value
CANDY SPOT HAND BAG,385.27000000000004,4.323326077671442e-05,0.9787454750743115,C - Low Value
ASSORTED COLOUR LIZARD SUCTION HOOK,385.02,4.320520690489938e-05,0.9787886802812165,C - Low Value
CLAM SHELL SMALL ,384.13000000000005,4.310533512123786e-05,0.9788317856163377,C - Low Value
ANGEL DECORATION PAINTED ZINC ,383.95000000000005,4.308513633353104e-05,0.9788748707526712,C - Low Value
ESSENTIAL BALM 3.5g TIN IN ENVELOPE,383.76,4.306381539095161e-05,0.9789179345680622,C - Low Value
GREEN FERN SKETCHBOOK ,382.46,4.291793525751342e-05,0.9789608525033197,C - Low Value
SQUARECUSHION COVER PINK UNION JACK,382.14,4.288202630159018e-05,0.9790037345296212,C - Low Value
CHILDS GARDEN RAKE PINK,381.6,4.28214299384697e-05,0.9790465559595597,C - Low Value
PINK HEARTS LIGHT CHAIN ,381.0,4.275410064611362e-05,0.9790893100602058,C - Low Value
LARGE PARLOUR PICTURE FRAME,380.70000000000005,4.272043599993558e-05,0.9791320304962058,C - Low Value
MIRRORED WALL ART SNOWFLAKES,380.25,4.266993903066851e-05,0.9791747004352365,C - Low Value
POPART WOODEN PENCILS ASST,380.0,4.2641885158853475e-05,0.9792173423203954,C - Low Value
DARK BIRD HOUSE TREE DECORATION,377.90999999999997,4.240735479047978e-05,0.9792597496751858,C - Low Value
"DECORATION , WOBBLY CHICKEN, METAL ",377.84999999999997,4.2400621861244174e-05,0.979302150297047,C - Low Value
DECORATION  BUTTERFLY  MAGIC GARDEN,377.49,4.236022428583052e-05,0.9793445105213329,C - Low Value
SCANDINAVIAN 3 HEARTS NAPKIN RING,376.50000000000006,4.224913095344299e-05,0.9793867596522863,C - Low Value
BEACH HUT SHELF W 3 DRAWERS,376.5,4.224913095344298e-05,0.9794290087832397,C - Low Value
RETRO PLASTIC POLKA TRAY,376.0,4.219302320981292e-05,0.9794712018064495,C - Low Value
DECORATION WOBBLY RABBIT METAL ,375.57,4.2144770550291056e-05,0.9795133465769998,C - Low Value
ENAMEL PINK TEA CONTAINER,374.94,4.207407479331717e-05,0.9795554206517931,C - Low Value
CHRYSANTHEMUM SKETCHBOOK ,374.84,4.206285324459115e-05,0.9795974835050377,C - Low Value
DOLLCRAFT BOY JEAN-PAUL ,373.9,4.195737068656662e-05,0.9796394408757243,C - Low Value
BLUE DRAGONFLY HELICOPTER,373.65000000000003,4.192931681475159e-05,0.9796813701925391,C - Low Value
PARTY FOOD SHOPPER BAG,373.5,4.191248449166256e-05,0.9797232826770308,C - Low Value
PARTY PIZZA DISH PINK POLKADOT,373.31,4.189116354908313e-05,0.9797651738405799,C - Low Value
ANIMAL STICKERS,372.33,4.17811923715682e-05,0.9798069550329515,C - Low Value
GLASS CHALICE BLUE SMALL ,372.3,4.17778259069504e-05,0.9798487328588584,C - Low Value
SKULLS  DESIGN  COTTON TOTE BAG,371.25,4.1659999645327245e-05,0.9798903928585038,C - Low Value
T-LIGHT HOLDER SILVER HEART HANDLE,370.79999999999995,4.160950267606018e-05,0.9799320023611798,C - Low Value
"CHRISTMAS GARLAND STARS,TREES",370.0,4.151973028625207e-05,0.979973522091466,C - Low Value
HAWAIIAN GRASS SKIRT ,368.35,4.133457473227284e-05,0.9800148566661984,C - Low Value
IVORY PILLAR CANDLE GOLD FLOCK,368.00000000000006,4.1295299311731796e-05,0.9800561519655101,C - Low Value
ASSORTED TUTTI FRUTTI KEYRING BALL,367.97999999999996,4.129305500198658e-05,0.9800974450205121,C - Low Value
NEW BAROQUE JEWELLERY BOX ,367.6,4.1250413116827734e-05,0.980138695433629,C - Low Value
MADRAS NOTEBOOK LARGE ,367.5,4.1239191568101717e-05,0.980179934625197,C - Low Value
PINK  HONEYCOMB PAPER FAN,366.70000000000005,4.114941917829361e-05,0.9802210840443754,C - Low Value
ORIGAMI ROSE INCENSE/CANDLE SET ,366.34999999999997,4.111014375775255e-05,0.9802621941881331,C - Low Value
ENGLISH ROSE SCENTED HANGING FLOWER,366.25,4.109892220902654e-05,0.9803032931103421,C - Low Value
SET/6 EAU DE NIL BIRD T-LIGHTS,366.23,4.109667789928134e-05,0.9803443897882415,C - Low Value
FRYING PAN BLUE POLKADOT,366.0,4.1070868337211507e-05,0.9803854606565786,C - Low Value
PINK DIAMANTE PEN IN GIFT BOX,365.62,4.1028226452052654e-05,0.9804264888830306,C - Low Value
SET/12 TAPER CANDLES,364.95,4.095304207558836e-05,0.9804674419251063,C - Low Value
IVORY STRING CURTAIN WITH POLE ,363.7,4.081277271651318e-05,0.9805082546978228,C - Low Value
TOAST ITS - FAIRY FLOWER,363.15,4.0751054198520106e-05,0.9805490057520213,C - Low Value
SMALL FOLDING SCISSOR(POINTED EDGE),360.71,4.047724840960536e-05,0.9805894830004309,C - Low Value
MAGIC DRAWING SLATE LEAP FROG ,360.06,4.040430834288627e-05,0.9806298873087738,C - Low Value
MIRRORED WALL ART STARS,360.0,4.039757541365066e-05,0.9806702848841874,C - Low Value
DECORATIVE HANGING SHELVING UNIT,359.70000000000005,4.036391076747263e-05,0.9807106487949548,C - Low Value
RED RETRO KITCHEN WALL CLOCK,358.6,4.024047373148647e-05,0.9807508892686864,C - Low Value
RETROSPOT CANDLE  MEDIUM,357.62,4.013050255397153e-05,0.9807910197712404,C - Low Value
TEA COSY BLUE STRIPE,356.89,4.0048585248271625e-05,0.9808310683564887,C - Low Value
JIGSAW TREE WITH WATERING CAN,356.46,4.0000332588749764e-05,0.9808710686890775,C - Low Value
PINK SPOTS CHOCOLATE NESTING BOXES ,355.65,3.990943804406905e-05,0.9809109781271216,C - Low Value
EAU DE NIL LOVE BIRD CANDLE,353.72,3.9692862153656984e-05,0.9809506709892752,C - Low Value
PAPER LANTERN 9 POINT HOLLY STAR S,352.75,3.958401313101464e-05,0.9809902550024062,C - Low Value
FELT EGG COSY BLUE RABBIT ,351.62,3.9457209630410685e-05,0.9810297122120366,C - Low Value
EGG FRYING PAN MINT ,351.52000000000004,3.9445988081684675e-05,0.9810691582001183,C - Low Value
MONEY BOX POCKET MONEY DESIGN,351.19,3.940895697088882e-05,0.9811085671570892,C - Low Value
PARTY INVITES FOOTBALL,350.2,3.929786363850128e-05,0.9811478650207277,C - Low Value
CHILDS GARDEN RAKE BLUE,350.1,3.928664208977527e-05,0.9811871516628174,C - Low Value
WHITE BAROQUE WALL CLOCK ,349.95,3.926980976668625e-05,0.9812264214725841,C - Low Value
SET/3 POLKADOT STACKING TINS,349.5,3.9219312797419184e-05,0.9812656407853815,C - Low Value
ROSE DU SUD OVEN GLOVE,348.25000000000006,3.9079043438344016e-05,0.9813047198288198,C - Low Value
GEMSTONE CHANDELIER T-LIGHT HOLDER,347.70000000000005,3.9017324920350936e-05,0.9813437371537402,C - Low Value
LOLITA  DESIGN  COTTON TOTE BAG,346.5,3.8882666335638764e-05,0.9813826198200759,C - Low Value
RIDGED GLASS STORAGE JAR CREAM LID,346.47,3.8879299871020964e-05,0.9814214991199469,C - Low Value
SNACK TRAY RED VINTAGE DOILY,346.34999999999997,3.886583401254974e-05,0.9814603649539595,C - Low Value
IVORY SWEETHEART SOAP DISH,346.11,3.883890229560731e-05,0.9814992038562551,C - Low Value
SET/6 FRUIT SALAD PAPER CUPS,345.42,3.876147360939781e-05,0.9815379653298645,C - Low Value
PORCELAIN ROSE LARGE ,345.14,3.873005327296497e-05,0.9815766953831374,C - Low Value
SILVER VANILLA  FLOWER CANDLE POT,345.0,3.8714343104748554e-05,0.9816154097262422,C - Low Value
ORIGAMI LAVENDER INCENSE/CANDL SET ,344.34999999999997,3.8641403038029456e-05,0.9816540511292802,C - Low Value
SET OF 4 NAPKIN CHARMS 3 KEYS ,344.21999999999997,3.862681502468564e-05,0.9816926779443048,C - Low Value
CHARLIE LOLA BLUE HOT WATER BOTTLE ,342.74,3.846073610354064e-05,0.9817311386804084,C - Low Value
BLUE SCOTTIE DOG W FLOWER PATTERN,341.7,3.834403199679009e-05,0.9817694827124052,C - Low Value
SILVER ROCOCO CANDLE STICK,340.7,3.8231816509529945e-05,0.9818077145289147,C - Low Value
PACK 3 BOXES BIRD PANETTONE ,340.33,3.8190296779243696e-05,0.9818459048256939,C - Low Value
PACK 6 HEART/ICE-CREAM PATCHES,338.67,3.800401907039186e-05,0.9818839088447643,C - Low Value
FRENCH LATTICE CUSHION COVER ,337.71999999999997,3.789741435749473e-05,0.9819218062591217,C - Low Value
MONEY BOX KINGS CHOICE DESIGN,336.89,3.780427550306881e-05,0.9819596105346248,C - Low Value
DOLLCRAFT GIRL NICOLE,336.6,3.777173301176337e-05,0.9819973822676366,C - Low Value
MILK MAIDS MUG ,336.59999999999997,3.777173301176336e-05,0.9820351540006483,C - Low Value
PINK UNION JACK  LUGGAGE TAG,336.27,3.773470190096752e-05,0.9820728887025493,C - Low Value
